,si_no,head,date,time,place,complainant_vehicle,opposite_vehicle,male_injury,female_injury,male_fatal,female_fatal,total_cases,age_1,age_2,age_3,age_4,age_5,age_6,age_7,age_8,age_9,age_10,male _fatal,...23,...24,...25
473,90,Simple,05-12-2015 00:00,17.3,Anjeneyar,two wheeler,lorry,2,2,NA,NA,4,25,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,85,Grives,29-11-2015 00:00,14.3,Anjeneyar,Self fall,van,1,1,NA,NA,2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,35,Fatal,05-05-2015 00:00,10,Anjeneyar,Self fall,lorry,NA,NA,1,NA,1,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,11,Simple,05-02-2015 00:00,5,Anjeneyar,lorry,lorry,1,1,NA,NA,2,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,65,Simple,10-09-2015 00:00,20.3,Anjeneyar,Self fall,car,1,1,NA,NA,2,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,24,Fatal,11-03-2015 00:00,11.3,Anjeneyar,Self fall,lorry,NA,NA,1,NA,1,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,73,Simple,18-10-2015 00:00,8.3,Anjeneyar,car,van,1,1,NA,NA,2,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,36,Simple,07-05-2015 00:00,6,Anjeneyar,car,lorry,1,1,NA,NA,2,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,82,Simple,29-11-2015 00:00,8,Anjeneyar,Self fall,lorry,1,1,NA,NA,2,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,81,Grives,27-11-2015 00:00,7.3,Anjeneyar,Self fall,car,7,7,NA,NA,14,20,20,17,26,25,24,NA,NA,NA,NA,NA,NA,NA,NA
483,99,Fatal,29-12-2015 00:00,6,Anjeneyar,Pedestrian,lorry,NA,NA,1,NA,1,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,83,Simple,29-11-2015 00:00,14.3,Anjeneyar,Self fall,lorry,1,1,NA,NA,2,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,51,Fatal,07-12-2015 00:00,8.15,Anjeneyar,Passenger,car,1,1,NA,2,4,43,40,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,13,Simple,07-02-2015 00:00,5.3,Aavin milk booth Savulur,Tractor,van,1,1,NA,NA,2,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,57,Simple,14-08-2015 00:00,12,54th mile stone,lorry,lorry,1,1,NA,NA,2,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,75,Simple,01-11-2015 00:00,17,Vel Provisional store,two wheeler,Two Wheeler,2,1,NA,NA,3,50,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,47,Simple,08-06-2015 00:00,12,Police quarters,Self fall,Two Wheeler,1,1,NA,NA,2,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,68,Simple,07-10-2015 00:00,0.3,Madhiyan malagi Store Thoppur,car,lorry,1,1,NA,NA,2,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,44,Fatal,29-05-2015 00:00,8.3,Kengalapuram,Pedestrian,car,NA,NA,NA,1,1,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,62,Simple,16-09-2015 00:00,16.3,Kattamodu Jn,two wheeler,Unknown,1,1,NA,NA,2,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,98,Fatal,23-12-2015 00:00,22.3,"Madhiyan’s grocery checkpost
",Self fall,car,NA,NA,1,NA,1,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,54,Simple,25-07-2015 00:00,16,In front of Saminthan’s house,Pedestrian,Two Wheeler,1,1,NA,NA,2,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,71,Fatal,26-10-2015 00:00,18.3,In front of Madhav marbles,Pedestrian,Two Wheeler,NA,NA,1,NA,1,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,66,Simple,10-09-2015 00:00,20.3,Check Post,lorry,van,1,1,NA,NA,2,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,72,Simple,29-10-2015 00:00,7.3,Behind Maniyathanahalli Govt. School.,two wheeler,van,1,1,NA,NA,2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,80,Simple,17-11-2015 00:00,9.3,gengalapuram,two wheeler,Two Wheeler,1,1,NA,NA,2,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,31,Fatal,26-04-2015 00:00,23,Anjeneyar,Passenger,lorry,NA,NA,1,NA,1,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,NA,Simple,04-01-2016 00:00,8,Sanisanthai,Pedestrian,Two Wheeler,NA,1,NA,NA,1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501,NA,Fatal,31-05-2016 00:00,13.15,Gengalapuram,Two Wheeler,Car,2,NA,NA,NA,3,22,22,35,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
502,NA,Simple,27-05-2016 00:00,19.3,Kurunchinagar,Pedestrian,Two Wheeler,NA,2,NA,NA,2,46,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,NA,Simple,01-06-2016 00:00,6,Poorikkal,Pedestrian,Bus,NA,1,NA,NA,1,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,NA,Simple,03-06-2016 00:00,5,Anchinear Temple,Lorry,Unknown,1,NA,NA,NA,1,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
505,NA,Simple,08-05-2016 00:00,16.3,Anchinear Temple,Car,Van,2,1,NA,NA,3,39,7,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506,NA,Simple,08-06-2016 00:00,3,Thoppur Jn,Van,Bus,1,NA,NA,NA,1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
507,NA,Fatal,11-06-2016 00:00,9,Palayampudur,Pedestrian,Unknown,NA,NA,NA,1,1,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
508,NA,Fatal,11-06-2016 00:00,16.3,Ealagiri,Two Wheeler,Two Wheeler,1,NA,NA,1,2,24,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
509,NA,Fatal,28-01-2016 00:00,20.3,Vellakkal,Pedestrian,Unknown,NA,NA,NA,NA,1,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
510,NA,Grevious,17-01-2016 00:00,8.5,Chekpost,Pedestrian,Car,NA,1,NA,NA,1,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511,NA,Simple,15-01-2016 00:00,1,Vellakkal,Car,Car,1,NA,NA,NA,1,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
512,NA,Simple,21-01-2016 00:00,16.3,Palayampudur,Two Wheeler,Two Wheeler,NA,1,NA,NA,1,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
513,NA,Simple,28-01-2016 00:00,2.5,Thoppur,Bus,Mini Bus,2,NA,NA,NA,2,38,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
514,NA,RA,16-01-2016 00:00,12,Anchinear Temple,Car,Lorry,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
515,NA,RA,29-01-2016 00:00,2.5,Thoppur,Bus,Lorry,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
516,NA,Fatal,03-02-2016 00:00,20,Anchinear Temple,Auto,Lorry,3,3,NA,1,8,27,26,26,25,25,3,19,NA,NA,NA,1,NA,NA,NA
517,NA,Grevious,06-01-2016 00:00,2,Anchinear Temple,Pedestrian,Two Wheeler,1,NA,NA,NA,1,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
518,NA,Fatal,17-02-2016 00:00,22.45,Chekpost,Two Wheeler,Car,1,NA,NA,NA,2,23,NA,22,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
519,NA,Fatal,23-02-2016 00:00,23,Anchinear Temple,Lorry,Self fall,NA,NA,NA,NA,1,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
520,NA,Simple,04-02-2016 00:00,20,Pagalpatti,Pedestrian,Two Wheeler,NA,1,NA,NA,1,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
521,NA,Simple,09-02-2016 00:00,3,Thoppur,Passenger,Car,2,NA,NA,NA,2,22,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
522,NA,Simple,12-02-2016 00:00,20,Thoppur,Bus,Private Bus,4,3,NA,NA,7,36,34,12,35,62,25,33,NA,NA,NA,NA,NA,NA,NA
523,NA,Simple,11-02-2016 00:00,23,Earumapatti,Two Wheeler,Two Wheeler,3,NA,NA,NA,3,40,14,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,NA,Simple,13-06-2016 00:00,16.15,NA,Two Wheeler,Self fall,1,NA,NA,NA,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
525,NA,Simple,25-02-2016 00:00,17,Jarugu,Two Wheeler,TATA ACE,1,NA,NA,NA,1,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
526,NA,Simple,28-02-2016 00:00,13.15,Anchinear Temple,Passenger,Car,3,1,NA,NA,4,31,33,40,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
527,NA,Simple,28-02-2016 00:00,15.3,Thoppur,Pedestrian,Two Wheeler,1,1,NA,NA,2,33,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,NA,Fatal,22-03-2016 00:00,17,Kaveri Nagar Well,Tractor,Self fall,NA,NA,NA,NA,1,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
529,NA,Fatal,23-03-2016 00:00,22.15,Kailapuram,Lorry,Self fall,NA,NA,NA,NA,1,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
530,NA,Simple,04-03-2016 00:00,8.5,Vellakkal,Two Wheeler,Lorry,1,NA,NA,NA,1,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,NA,Simple,06-03-2016 00:00,17,PulIampatti,Two Wheeler,Car,1,2,NA,NA,3,42,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
532,NA,Simple,13-03-2016 00:00,15,Thoppur,Lorry,Private Bus,1,NA,NA,NA,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,NA,Simple,15-03-2016 00:00,10.45,Palayampudur,Two Wheeler,Car,2,NA,NA,NA,2,43,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534,NA,Simple,15-03-2016 00:00,15,Kattamedu,Lorry,Car,1,NA,NA,NA,1,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
535,NA,Simple,12-03-2016 00:00,13,Anchinear Temple,Pillion rider,Two Wheeler,2,NA,NA,NA,2,21,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
536,NA,Simple,22-03-2016 00:00,15.3,Gengalapuram,Two Wheeler,Car,2,NA,NA,NA,2,27,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
537,NA,Simple,23-03-2016 00:00,15,Anchinear Temple,Passenger,Private Bus,2,1,NA,NA,3,60,45,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
538,NA,RA,04-03-2016 00:00,16.4,Palayampudur,Bus,Van,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
539,NA,RA,16-02-2016 00:00,8,Thoppur,Lorry,Unknown,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
540,NA,Fatal,25-04-2016 00:00,13.45,Anchinear Temple,Two Wheeler,Lorry,1,NA,NA,NA,2,48,NA,47,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
541,NA,Fatal,28-04-2016 00:00,7,Kurunchinagar,Two Wheeler,Self fall,NA,NA,NA,NA,1,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
542,NA,Simple,07-04-2016 00:00,14.15,Bagalpatti,Car,Self fall,2,2,NA,NA,4,52,16,44,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543,NA,Simple,10-04-2016 00:00,4,Anchinear Temple,Lorry,Self fall,1,NA,NA,NA,1,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
544,NA,Simple,12-04-2016 00:00,8,Thoppur,Two Wheeler,Car,1,NA,NA,NA,1,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545,NA,Simple,13-04-2016 00:00,19,Thoppur,Pedestrian,Two Wheeler,NA,1,NA,NA,1,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
546,NA,Simple,15-04-2016 00:00,17.45,Anchinear Temple,Auto,TNSTC Bus,1,NA,NA,NA,1,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
547,NA,Simple,21-04-2016 00:00,6,Thoppur,Two Wheeler,Self fall,1,NA,NA,NA,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,NA,Fatal,04-05-2016 00:00,19.3,Thoppur,Two Wheeler,Lorry,1,1,NA,1,4,42,8,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
549,NA,Fatal,16-05-2016 00:00,11,Palayampudur,Pedestrian,Car,NA,NA,NA,1,1,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,NA,Fatal,16-05-2016 00:00,15.3,Vellakkal,Two Wheeler,Car,1,NA,NA,NA,2,30,NA,36,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
551,NA,Fatal,18-05-2016 00:00,21.3,Kattamedu,Car,Lorry,3,4,NA,NA,9,73,22,73,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
552,NA,Fatal,21-05-2016 00:00,13.3,Thoppur,Two Wheeler,Lorry,NA,NA,NA,NA,1,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
553,NA,Fatal,28-05-2016 00:00,5,Thombaragampatti,Car,Lorry,4,4,NA,NA,9,42,22,7,6,40,18,48,12,32,NA,1,NA,NA,NA
554,NA,Fatal,25-05-2016 00:00,19,Bolampatti,Two Wheeler,Two Wheeler,NA,NA,NA,NA,1,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
555,NA,RA,23-05-2016 00:00,10.45,Bagalpatti,Car,Lorry,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,NA,Simple,29-04-2016 00:00,7.5,Thoppur,Two Wheeler,Car,1,NA,NA,NA,1,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,NA,Simple,15-05-2016 00:00,10.45,Thoppur,Two Wheeler,Tractor,2,NA,NA,NA,2,19,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,NA,Simple,21-04-2016 00:00,6,Thoppur,Two Wheeler,Lorry,1,NA,NA,NA,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,NA,Simple,07-05-2016 00:00,4,Thoppur,Lorry,Self fall,1,NA,NA,NA,1,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,NA,RA,24-05-2016 00:00,9,Thoppur,Lorry,Lorry,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,NA,Simple,03-07-2016 00:00,9,Bagalpatti,Two Wheeler,Lorry,2,NA,NA,NA,2,18,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,NA,Simple,08-07-2016 00:00,21,Kurinchi Nager,Two Wheeler,Car,1,NA,NA,NA,1,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,NA,Simple,14-07-2016 00:00,19.45,Palayampudur,Two Wheeler,Tractor,1,NA,NA,NA,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,NA,Simple,18-07-2016 00:00,9,Vellakkal,Pedestrian,Two Wheeler,1,NA,NA,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,NA,Simple,20-07-2016 00:00,19,Palayampudur,Two Wheeler,Car,2,NA,NA,NA,2,38,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,NA,Simple,20-07-2016 00:00,11.3,Thoppur,Lorry,Ambulance car,3,NA,NA,NA,3,35,25,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,Fatal,26-07-2016 00:00,16.45,Thombaragampatti,Two Wheeler,Car,NA,NA,NA,NA,1,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
568,NA,Simple,01-08-2016 00:00,13.05,Thoppur,Passenger of lorry,Lorry,NA,2,NA,NA,2,20,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,NA,Simple,04-08-2016 00:00,9,Thoppur,Lorry,Lorry,1,NA,NA,NA,1,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,NA,Simple,04-08-2016 00:00,9.5,Thoppur,Lorry,Lorry,1,NA,NA,NA,1,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,NA,Simple,05-08-2016 00:00,20.3,Kettupatti,Two Wheeler,Car,1,NA,NA,NA,1,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,NA,Simple,06-08-2016 00:00,11,Thoppur,Two Wheeler,Car,1,NA,NA,NA,1,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,NA,Fatal,11-08-2016 00:00,9.5,Poovalmadu,Two Wheeler,Lorry,NA,NA,NA,NA,1,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
574,NA,Simple,14-08-2016 00:00,22.15,Thoppur,Two Wheeler,Lorry,1,NA,NA,NA,1,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,NA,Simple,11-08-2016 00:00,20.3,L&T,Two Wheeler,Two Wheeler,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,NA,Simple,15-08-2016 00:00,16.3,Kattamedu,Unknown,Omini car,1,NA,NA,NA,1,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,NA,Simple,21-08-2016 00:00,7,Thoppur,Two Wheeler,Car,NA,1,NA,NA,1,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,NA,Simple,28-08-2016 00:00,10.2,Thoppur,Bus,Lorry,1,NA,NA,NA,1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,NA,Simple,26-08-2016 00:00,6,Palayampudur,Two Wheeler,Two Wheeler,1,NA,NA,NA,1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,NA,Simple,06-09-2016 00:00,18.15,Ellukuzhi,Two Wheeler,Tractor,1,NA,NA,NA,1,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,NA,Fatal,16-08-2016 00:00,9,Savulur,Pedestrian,Two Wheeler,1,NA,NA,1,2,29,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,NA,Simple,18-09-2016 00:00,14.15,Savalur,Two Wheeler,Lorry,1,NA,NA,NA,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,NA,Simple,19-09-2016 00:00,6,Kurunchinagar,Pedestrian,Car,1,NA,NA,NA,1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,NA,Simple,20-09-2016 00:00,12,Karuppunayakanpatti,Two Wheeler,Two Wheeler,1,NA,NA,NA,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,NA,Simple,27-09-2016 00:00,17,Thoppur,Two Wheeler,Lorry,1,NA,NA,NA,1,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,NA,Simple,02-10-2016 00:00,16.1,Tollplzsaw,Two Wheeler,Lorry,1,NA,NA,NA,1,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,NA,Simple,07-10-2016 00:00,19.3,Sanisandai,Pedestrian,Two Wheeler,NA,1,NA,NA,1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,Simple,17-10-2016 00:00,19.15,Sesampatti,Two Wheeler,Two Wheeler,1,NA,NA,NA,1,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,NA,Fatal,25-10-2016 00:00,9,Uchimaram,Auto,Auto,2,NA,NA,NA,3,60,70,NA,57,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
590,NA,Fatal,28-10-2016 00:00,7,Kurunchinagar,Two Wheeler,Car,NA,NA,NA,NA,1,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
591,NA,Fatal,02-11-2016 00:00,19,Palayampudur,Two Wheeler,Lorry,NA,NA,NA,NA,1,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
592,NA,Simple,02-11-2016 00:00,21,Thoppur,Pedestrian,Car,1,NA,NA,NA,1,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
593,NA,Simple,05-11-2016 00:00,11.3,Vellakall,Two Wheeler,Tipper Lorry,1,NA,NA,NA,1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
594,NA,Simple,07-11-2016 00:00,14,Thoppur,Lorry,Two Wheeler,1,NA,NA,NA,1,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
595,NA,Simple,11-11-2016 00:00,19.3,Thoppur,Self Fall,Lorry,1,NA,NA,NA,1,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
596,NA,Simple,15-11-2016 00:00,4,Thoppur,Self Fall,Lorry,2,NA,NA,NA,2,26,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
597,NA,Simple,15-11-2016 00:00,5,Thombaragampatti,Cycle,Car,2,NA,NA,NA,2,25,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
598,NA,Simple,17-11-2016 00:00,12.3,Mearkathiyan kotti,Two Wheeler,Car,1,NA,NA,NA,1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
599,NA,Grevious,25-11-2016 00:00,11.3,Mattukaranur,Passenger,Car,7,NA,NA,NA,7,25,17,35,19,19,18,19,NA,NA,NA,NA,NA,NA,NA
600,NA,Simple,26-11-2016 00:00,2,Thoppur,Passenger,Lorry,2,NA,NA,NA,2,22,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
601,NA,Fatal,05-12-2016 00:00,18.3,Thoppur,Two Wheeler,Lorry,2,1,NA,NA,5,27,19,24,NA,24,24,NA,NA,NA,NA,2,NA,NA,NA
602,NA,Fatal,06-12-2016 00:00,15.45,Palayampudur,Two Wheeler,Car,NA,NA,NA,NA,1,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
603,NA,Simple,15-12-2016 00:00,12.15,Bagalpatti,Cycle,Lorry,2,NA,NA,NA,2,15,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
604,NA,Simple,16-12-2016 00:00,1.5,Toll Plaza,NA,Van,2,NA,NA,NA,2,23,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605,NA,Simple,29-12-2016 00:00,3,Thoppur,Passenger,Van,4,6,NA,NA,10,50,3,55,54,40,47,25,33,22,39,NA,NA,NA,NA
606,48,Injury,26-06-2017 00:00,9,Commercial Check Post JN Road,Two Wheeler,Car,1,0,NA,NA,1,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
607,8,Injury,26-01-2017 00:00,16,Kattamedu,Passenger,Bus,1,2,NA,NA,3,NA,40,32,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
608,7,Injury,25-01-2017 00:00,17.3,Sani sandhai,Passenger,Lorry,1,0,NA,NA,1,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
609,68,Fatal,13-09-2017 00:00,4,Anchanayar Temple,Lorry,Bus,NA,NA,1,0,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
610,55,Injury,22-07-2017 00:00,16.3,Anjaneyar Temple,Unknown,Lorry,1,0,NA,NA,1,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
611,56,Injury,07-08-2017 00:00,22,Anjaneyar Temple,Unknown,Lorry,1,0,NA,NA,1,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
612,1,Fatal,01-01-2017 00:00,5,Anjeneyar Temple,Two Wheeler,Two Wheeler,NA,0,1,0,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
613,5,Fatal,26-01-2017 00:00,11.3,Anjeneyar Temple,Passenger,Lorry,2,0,1,0,3,21,19,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
614,6,Fatal,26-01-2017 00:00,12.3,Anjeneyar Temple,Two Wheeler,Two Wheeler,1,0,1,0,2,24,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
615,12,Injury,09-02-2017 00:00,0.3,Anjeneyar Temple,Bus,Lorry,2,0,NA,NA,2,NA,21,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
616,13,Fatal,14-02-2017 00:00,16.3,Anjeneyar Temple,Unknown,Lorry,4,0,1,0,5,53,28,38,24,48,NA,NA,NA,NA,NA,NA,NA,NA,NA
617,19,Injury,13-03-2017 00:00,22.3,Anjeneyar Temple,Passenger,Van,1,0,NA,NA,1,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
618,23,Injury,10-04-2017 00:00,6.35,Anjeneyar Temple,Bus,Lorry,1,NA,NA,NA,1,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
